normedVolume;nTable;Vmax_it;Vmin_it
0.9518;0;1.2;0.9518
0.9036;1;0.9518;0.9036
0.8553999999999999;2;0.9036;0.8553999999999999
0.8072;3;0.8553999999999999;0.8072
0.759;4;0.8072;0.759
0.7108;5;0.759;0.7108
0.6626000000000001;6;0.7108;0.6626000000000001
0.6144000000000001;7;0.6626000000000001;0.6144000000000001
0.5662;8;0.6144000000000001;0.5662
0.41800000000000004;9;0.5662;0.41800000000000004
