volumeFlux;time
0.0;0.0
-0.0033865108639419416;7.7e-05
-0.004998177276101371;0.000154
-0.006609078068370084;0.000231
-0.008219213240748077;0.000308
-0.009828582797560896;0.00038500000000000003
-0.011437186735924847;0.000462
-0.013045025052956231;0.000539
-0.01465209776163168;0.000616
-0.016258404841765325;0.000693
-0.017863946304891947;0.0007700000000000001
-0.019468722153895245;0.000847
-0.021072732385891517;0.000924
-0.02267597699222968;0.001001
-0.02427845598444452;0.001078
-0.025880169361094184;0.001155
-0.027481117122178673;0.001232
-0.029081299256163203;0.001309
-0.030680715776024412;0.001386
-0.03227936667743675;0.001463
-0.03387725196616761;0.0015400000000000001
-0.0354743716306822;0.001617
-0.037070725678189774;0.001694
-0.03866631410580663;0.001771
-0.04026113692218386;0.001848
-0.04185519411146112;0.001925
-0.04344848569094061;0.002002
-0.04504101164908753;0.002079
-0.046632771985901884;0.002156
-0.048223766708592915;0.002233
-0.049813995807067676;0.00231
-0.05140345929862836;0.0023870000000000002
-0.05299215716741463;0.002464
-0.05458008940333354;0.002541
-0.056167256043873154;0.002618
-0.05775365705875466;0.002695
-0.05933929244797805;0.002772
-0.060924162225961816;0.002849
-0.06250826637972932;0.002926
-0.06409160492946643;0.003003
-0.06567417784489435;0.0030800000000000003
-0.06725598514908263;0.003157
-0.06883702683770575;0.003234
-0.07041730290355444;0.003311
-0.07199681335095426;0.003388
-0.07357555818711446;0.003465
-0.07515353739905839;0.003542
-0.07673075099255346;0.0036190000000000003
-0.07830719896759965;0.003696
-0.07988288133284807;0.003773
-0.08145779806955467;0.00385
-0.08303194919502165;0.003927
-0.08460533469627236;0.004004
-0.0861779545877253;0.004081
-0.08774980884631088;0.004158
-0.08932089750663347;0.004235
-0.09089122053697239;0.004312
-0.0924607779503043;0.004389
-0.09402956974662918;0.004466
-0.09559759592162151;0.004543
-0.0971648564853742;0.00462
-0.09873135142491063;0.004697
-0.10029708074888188;0.0047740000000000005
-0.10186204445440426;0.004851
-0.10342624254147778;0.004928
-0.10498967501010242;0.005005
-0.10655234186460374;0.005082
-0.10811424308191217;0.005159
-0.10967536805579318;0.005236
-0.11123568615995166;0.005313
-0.11279519190527193;0.00539
-0.11435388530617246;0.0054670000000000005
-0.11591176633525817;0.005544
-0.11746883501992414;0.005621
-0.11902509135872853;0.005698
-0.12058053532715994;0.005775
-0.12213516695117163;0.005852
-0.12368898621490325;0.005929
-0.12524199312988962;0.006006
-0.12679418768603776;0.006083
-0.12834556988767326;0.0061600000000000005
-0.12989613974056347;0.006237
-0.13144589723173178;0.006314
-0.13299484237415482;0.006391
-0.13454297515629782;0.006468
-0.13609029558969554;0.0065450000000000005
-0.1376368036628132;0.006622
-0.1391824993900693;0.006699
-0.14072738275560348;0.006776
-0.14227145376806685;0.006853
-0.14381471242313387;0.00693
-0.14535715873233931;0.007007
-0.14689879268270656;0.007084
-0.14843961427423558;0.007161
-0.14997962351701935;0.0072380000000000005
-0.1515188204009649;0.007315
-0.15305720493472333;0.007392
-0.1545947771139691;0.007469
-0.15613153693726034;0.007546
-0.15766748440315526;0.0076230000000000004
-0.15920261951886303;0.0077
-0.16073694168745858;0.007777
-0.16227044405151245;0.007854
-0.16380312216003953;0.007931
